Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Manufacturing,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,2.406,Coal,95.58,Ship,493.4,Heavy Fuel Oil,4.309,0.177,2.171,3.501,0.864,0.61,3.879,88.58,57.48,Recycling,10.8
Use,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.587,Coal,70.2,Ship,456.5,Diesel,4.354,2.118,2.917,1.056,0.513,0.223,4.891,27.99,4.42,Reuse,16.33
End-of-Life,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,2.41,Coal,13.97,Ship,142.1,Electric,4.84,2.135,2.019,1.339,0.512,0.596,8.655,39.38,70.04,Reuse,94.98
Manufacturing,Advanced,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,4.45,Electricity,12.74,Rail,655.8,Diesel,0.035,3.165,2.322,2.456,0.588,0.743,14.724,4.45,73.65,Reuse,82.98
Transport,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Scrap,0.807,Electricity,32.97,Truck,794.1,Heavy Fuel Oil,2.466,3.474,2.512,4.891,0.936,0.281,8.025,43.13,10.42,Reuse,40.41
Use,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,3.987,Natural Gas,84.84,Rail,887.3,Heavy Fuel Oil,0.073,3.944,2.513,1.031,0.499,0.844,8.968,99.05,61.67,Reuse,48.98
Use,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.827,Natural Gas,2.09,Rail,614.4,Diesel,2.887,2.584,2.689,4.218,0.317,0.55,13.759,20.98,92.48,Incineration,73.71
Transport,Emerging,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,0.74,Natural Gas,86.65,Ship,930.6,Electric,3.968,2.131,4.972,0.622,0.537,0.17,9.067,92.74,79.43,Recycling,78.21
Manufacturing,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,2.092,Natural Gas,93.49,Truck,374.6,Electric,0.2,3.189,1.813,0.769,0.935,0.637,18.84,58.3,6.39,Recycling,2.99
End-of-Life,Emerging,2015-2019,South America,1 kg Copper Wire,Copper Ore,4.553,Coal,4.83,Rail,619.0,Heavy Fuel Oil,1.49,3.438,1.424,0.186,0.731,0.311,11.241,77.39,70.28,Incineration,34.86
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Copper Wire,Aluminium Ore,3.865,Natural Gas,92.64,Rail,613.9,Diesel,3.518,4.33,4.218,1.758,0.992,0.029,19.741,24.6,44.04,Incineration,88.37
Manufacturing,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Scrap,1.599,Natural Gas,23.25,Rail,646.7,Diesel,3.527,0.037,2.252,2.446,0.272,0.546,3.514,32.36,71.32,Landfill,87.38
End-of-Life,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,3.152,Natural Gas,8.41,Rail,682.0,Electric,4.488,2.522,2.468,4.957,0.636,0.806,13.107,22.09,28.41,Recycling,66.57
Transport,Conventional,2015-2019,Asia,1 kg Copper Wire,Copper Ore,2.552,Electricity,41.03,Ship,32.2,Diesel,4.422,4.422,2.305,3.504,0.178,0.504,9.058,65.66,46.96,Incineration,49.84
Raw Material Extraction,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,1.831,Electricity,5.79,Ship,917.9,Diesel,0.061,1.407,2.238,1.595,0.552,0.462,5.482,8.8,13.75,Recycling,48.63
Manufacturing,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,4.307,Coal,10.96,Rail,680.4,Heavy Fuel Oil,3.96,1.384,3.341,3.433,0.708,0.891,8.271,24.37,54.38,Landfill,6.25
Manufacturing,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Scrap,2.003,Natural Gas,88.44,Rail,536.7,Heavy Fuel Oil,2.183,1.328,1.252,1.183,0.829,0.985,10.929,7.98,75.1,Reuse,87.71
Raw Material Extraction,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Ore,4.691,Coal,63.25,Rail,511.8,Heavy Fuel Oil,3.103,0.065,3.277,3.548,0.722,0.563,14.151,63.88,11.55,Incineration,89.84
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Aluminium Scrap,3.302,Electricity,73.05,Truck,349.5,Diesel,4.596,2.513,3.395,4.761,0.916,0.645,3.732,95.06,98.41,Recycling,10.34
Manufacturing,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,2.526,Coal,55.28,Truck,101.2,Electric,0.948,2.689,4.815,0.139,0.912,0.899,17.215,37.76,49.08,Incineration,40.36
Raw Material Extraction,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,4.764,Natural Gas,52.61,Rail,89.8,Electric,1.37,2.31,4.768,2.845,0.696,0.089,17.608,53.9,92.12,Reuse,44.55
Manufacturing,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,3.574,Electricity,47.61,Ship,151.1,Heavy Fuel Oil,1.36,0.336,2.201,3.247,0.244,0.49,9.45,53.34,18.46,Landfill,53.4
Transport,Advanced,2010-2014,North America,1 kg Copper Wire,Copper Scrap,2.139,Coal,29.32,Rail,590.1,Diesel,0.74,4.503,4.674,3.303,0.303,0.626,12.23,39.13,28.72,Incineration,16.85
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,1.478,Electricity,65.65,Ship,887.0,Diesel,1.925,0.609,0.064,2.03,0.233,0.323,5.213,66.41,63.85,Reuse,91.23
End-of-Life,Advanced,2015-2019,South America,1 kg Copper Wire,Aluminium Ore,3.649,Natural Gas,17.33,Truck,754.1,Electric,0.906,2.793,0.385,0.237,0.464,0.105,6.48,33.88,76.94,Recycling,33.27
Manufacturing,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,2.724,Electricity,77.49,Truck,212.8,Electric,4.024,4.159,4.944,2.22,0.371,0.702,1.634,3.98,33.5,Recycling,72.95
Manufacturing,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.024,Coal,63.92,Rail,276.8,Electric,3.258,2.285,0.576,1.236,0.22,0.165,9.633,95.47,65.81,Incineration,83.6
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Copper Scrap,4.915,Natural Gas,54.52,Rail,245.7,Heavy Fuel Oil,4.639,3.495,4.795,3.255,0.775,0.891,15.305,56.26,47.19,Recycling,82.34
Transport,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,3.974,Electricity,37.28,Rail,503.3,Heavy Fuel Oil,3.175,0.142,1.238,1.251,0.883,0.331,11.13,83.16,25.97,Incineration,12.38
Raw Material Extraction,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,4.768,Electricity,70.76,Ship,185.3,Electric,4.099,3.936,4.188,1.381,0.449,0.694,8.118,7.0,13.64,Landfill,59.71
End-of-Life,Emerging,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,2.188,Coal,1.53,Truck,769.2,Diesel,2.084,1.569,3.568,2.276,0.695,0.013,0.684,55.99,98.22,Landfill,27.24
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,3.573,Natural Gas,18.05,Rail,318.4,Heavy Fuel Oil,0.39,4.404,1.552,1.152,0.731,0.199,5.185,10.36,96.29,Recycling,24.76
Transport,Advanced,2010-2014,Asia,1 kg Copper Wire,Copper Ore,4.98,Coal,18.44,Truck,30.4,Electric,4.478,2.9,1.757,2.567,0.261,0.635,12.521,8.02,91.07,Recycling,46.05
Manufacturing,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,1.378,Natural Gas,31.43,Truck,867.6,Electric,1.916,2.81,4.738,3.259,0.676,0.249,13.532,39.38,91.1,Recycling,12.95
Use,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.785,Natural Gas,7.53,Ship,387.1,Diesel,0.742,4.226,4.625,3.347,0.103,0.342,19.308,13.63,55.65,Incineration,35.29
End-of-Life,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Ore,4.996,Natural Gas,29.25,Rail,57.3,Heavy Fuel Oil,3.511,1.634,3.288,0.523,0.523,0.375,10.967,85.35,97.27,Reuse,75.31
Raw Material Extraction,Emerging,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,3.951,Electricity,53.36,Rail,106.4,Heavy Fuel Oil,3.335,0.739,1.228,3.538,0.657,0.314,15.555,93.93,54.53,Landfill,67.77
Manufacturing,Emerging,2020-2025,Asia,1 m2 Aluminium Panel,Copper Scrap,1.723,Natural Gas,97.11,Truck,281.0,Diesel,4.437,4.639,3.598,4.058,0.458,0.92,14.982,32.67,3.49,Recycling,54.08
End-of-Life,Conventional,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,4.283,Natural Gas,86.21,Truck,836.8,Diesel,1.074,2.131,3.069,3.338,0.335,0.693,12.022,56.68,66.3,Recycling,60.34
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,1.251,Electricity,87.57,Truck,248.2,Electric,3.722,0.882,3.305,4.478,0.01,0.98,1.079,1.14,85.76,Reuse,70.87
Manufacturing,Conventional,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,0.976,Electricity,93.8,Truck,675.2,Electric,0.555,4.303,2.405,1.391,0.825,0.738,12.649,89.85,86.13,Incineration,22.68
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Ore,4.454,Coal,38.03,Rail,437.5,Diesel,4.862,3.799,1.607,3.24,0.539,0.117,17.811,82.19,77.77,Recycling,55.92
Use,Emerging,2020-2025,Europe,1 kg Copper Wire,Aluminium Ore,1.494,Coal,88.51,Truck,359.4,Electric,0.101,4.909,4.306,3.113,0.012,0.228,9.315,62.81,70.82,Landfill,78.83
Raw Material Extraction,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,3.0,Electricity,65.96,Rail,813.1,Heavy Fuel Oil,3.599,4.774,4.373,0.847,0.947,0.204,19.83,70.13,62.75,Reuse,32.43
Use,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,1.099,Natural Gas,13.49,Rail,867.9,Heavy Fuel Oil,2.162,2.799,4.659,1.277,0.764,0.47,4.649,85.3,67.99,Incineration,9.49
Manufacturing,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,2.938,Natural Gas,85.32,Truck,76.3,Electric,2.081,4.026,4.292,3.877,0.306,0.507,14.955,15.26,59.5,Landfill,72.04
End-of-Life,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,4.325,Electricity,12.06,Rail,336.4,Heavy Fuel Oil,2.708,3.505,3.65,1.266,0.014,0.694,18.228,79.75,62.25,Landfill,97.76
Transport,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Scrap,2.449,Coal,52.98,Rail,22.2,Electric,4.73,2.917,1.954,0.223,0.362,0.004,6.825,95.15,15.43,Recycling,54.54
Transport,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.34,Coal,78.55,Truck,566.8,Electric,1.011,4.331,3.92,4.757,0.001,0.457,19.997,81.12,83.13,Reuse,62.11
End-of-Life,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,3.708,Natural Gas,80.73,Truck,101.4,Electric,3.463,4.077,0.204,1.485,0.324,0.855,15.717,65.64,80.47,Incineration,45.34
Raw Material Extraction,Emerging,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,4.437,Coal,24.19,Ship,707.5,Electric,1.209,0.199,1.421,2.465,0.843,0.509,3.993,99.28,27.01,Recycling,98.53
End-of-Life,Emerging,2020-2025,North America,1 kg Copper Wire,Copper Scrap,4.714,Coal,54.7,Ship,101.0,Diesel,3.477,4.229,2.227,1.195,0.803,0.545,4.354,94.95,94.81,Landfill,36.7
Transport,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,0.788,Natural Gas,63.45,Ship,324.1,Electric,0.332,4.459,4.991,1.752,0.745,0.066,7.709,10.88,5.53,Landfill,58.88
Transport,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,4.109,Coal,45.84,Truck,528.9,Heavy Fuel Oil,1.354,3.682,1.805,0.337,0.166,0.128,9.0,6.52,80.65,Reuse,90.8
Transport,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Copper Scrap,1.618,Natural Gas,49.07,Ship,523.9,Heavy Fuel Oil,4.925,0.328,3.339,1.729,0.502,0.217,3.625,24.36,7.13,Landfill,27.81
Transport,Advanced,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,3.607,Coal,65.5,Ship,559.0,Diesel,0.002,0.629,4.214,1.359,0.912,0.875,3.521,89.82,62.78,Incineration,63.03
End-of-Life,Conventional,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,4.337,Electricity,41.1,Ship,737.9,Diesel,3.339,3.858,3.301,0.4,0.293,0.94,4.857,47.23,35.69,Incineration,8.63
Transport,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,1.315,Coal,29.38,Rail,468.7,Electric,4.373,2.578,3.26,2.13,0.87,0.663,2.267,47.75,82.72,Reuse,73.37
Use,Advanced,2010-2014,Europe,1 kg Copper Wire,Copper Scrap,4.574,Electricity,23.54,Truck,977.4,Electric,1.425,0.251,2.478,0.552,0.681,0.901,18.466,60.7,53.53,Incineration,99.4
Use,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,3.107,Natural Gas,92.82,Rail,917.4,Diesel,1.448,0.069,2.196,4.307,0.836,0.604,3.555,10.76,95.47,Incineration,42.14
Raw Material Extraction,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,3.417,Coal,90.68,Rail,871.2,Diesel,2.835,2.44,3.676,1.748,0.625,0.023,16.574,99.8,95.47,Reuse,35.99
Transport,Conventional,2020-2025,Asia,1 kg Copper Wire,Copper Ore,2.89,Coal,24.39,Ship,310.0,Heavy Fuel Oil,2.287,3.735,0.089,1.969,0.556,0.215,2.03,53.96,63.78,Incineration,64.1
Manufacturing,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Copper Ore,2.105,Natural Gas,24.5,Truck,228.2,Heavy Fuel Oil,0.203,0.923,4.093,0.015,0.044,0.127,8.695,33.37,17.78,Recycling,11.09
Raw Material Extraction,Advanced,2015-2019,North America,1 kg Copper Wire,Copper Ore,4.725,Natural Gas,91.21,Ship,774.2,Heavy Fuel Oil,1.26,1.618,3.329,1.458,0.531,0.651,10.624,41.33,34.79,Incineration,77.77
Transport,Advanced,2020-2025,Europe,1 kg Copper Wire,Copper Ore,3.825,Electricity,69.93,Ship,380.9,Electric,3.879,4.789,3.445,2.039,0.796,0.609,17.615,71.32,76.99,Reuse,66.74
Use,Advanced,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,0.914,Electricity,49.03,Ship,65.9,Electric,2.238,3.582,2.106,0.008,0.369,0.068,15.722,78.38,80.64,Recycling,3.03
Raw Material Extraction,Emerging,2015-2019,Europe,1 kg Copper Wire,Copper Ore,0.645,Electricity,90.44,Ship,132.4,Diesel,3.35,3.977,2.239,2.732,0.227,0.924,6.385,21.78,52.54,Incineration,19.05
Transport,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,3.59,Coal,52.0,Rail,156.3,Electric,0.336,0.685,0.683,1.564,0.833,0.057,2.998,30.29,55.33,Reuse,76.29
End-of-Life,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,4.645,Electricity,41.8,Rail,114.8,Electric,1.068,1.436,3.93,3.433,0.209,0.839,17.254,88.24,27.5,Landfill,13.37
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,0.968,Coal,40.61,Rail,435.0,Diesel,4.341,1.339,3.134,3.941,0.269,0.267,13.549,72.61,95.98,Recycling,84.99
Raw Material Extraction,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,4.199,Electricity,69.54,Truck,127.3,Heavy Fuel Oil,4.046,4.677,1.954,1.568,0.522,0.956,1.491,70.89,81.47,Landfill,78.87
Manufacturing,Conventional,2020-2025,South America,1 kg Copper Wire,Aluminium Ore,3.05,Electricity,92.14,Rail,143.2,Electric,1.226,1.535,0.043,1.853,0.161,0.725,8.592,70.45,29.37,Landfill,13.19
Manufacturing,Emerging,2020-2025,South America,1 kg Aluminium Sheet,Copper Scrap,1.094,Coal,21.12,Truck,124.1,Diesel,1.103,2.895,1.282,1.715,0.053,0.892,3.194,34.87,37.95,Recycling,77.21
Manufacturing,Emerging,2010-2014,South America,1 m2 Aluminium Panel,Copper Ore,2.676,Coal,38.91,Truck,698.9,Electric,2.985,0.391,1.564,4.893,0.483,0.424,3.423,83.91,13.33,Landfill,10.51
End-of-Life,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Ore,2.476,Natural Gas,44.23,Ship,981.7,Heavy Fuel Oil,0.638,2.419,1.006,3.509,0.392,0.648,7.099,56.45,46.91,Reuse,37.44
Manufacturing,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Ore,2.919,Coal,39.0,Truck,808.0,Heavy Fuel Oil,2.476,4.516,1.114,0.561,0.381,0.184,8.166,20.74,86.82,Recycling,56.79
Manufacturing,Advanced,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,2.739,Natural Gas,78.99,Ship,139.1,Diesel,4.285,2.417,0.682,4.097,0.461,0.605,17.925,89.07,89.28,Reuse,41.69
Transport,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Ore,3.873,Coal,24.09,Truck,832.9,Heavy Fuel Oil,1.709,2.32,4.457,4.029,0.953,0.363,3.446,91.04,49.32,Reuse,88.94
Use,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,3.794,Coal,87.61,Rail,658.2,Electric,4.062,0.602,4.841,0.905,0.025,0.531,14.382,71.64,33.92,Reuse,75.38
Use,Advanced,2015-2019,Asia,1 kg Copper Wire,Copper Scrap,4.292,Coal,61.39,Ship,392.1,Electric,3.068,4.311,4.502,0.158,0.122,0.005,10.103,43.64,54.58,Recycling,68.36
Transport,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Scrap,2.146,Electricity,21.65,Truck,400.9,Heavy Fuel Oil,0.045,4.147,1.919,3.114,0.325,0.615,11.038,20.86,62.53,Incineration,10.96
Use,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Scrap,2.665,Electricity,72.27,Truck,553.6,Electric,3.731,1.366,0.244,0.28,0.269,0.408,10.981,75.77,83.96,Reuse,69.37
End-of-Life,Conventional,2010-2014,South America,1 kg Copper Wire,Copper Scrap,2.584,Natural Gas,27.18,Ship,433.5,Electric,1.367,3.122,4.091,2.591,0.046,0.94,6.239,91.45,81.31,Recycling,41.31
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,0.755,Electricity,94.82,Rail,662.5,Electric,1.248,2.668,3.177,1.133,0.094,0.267,1.428,7.0,15.66,Landfill,15.84
Transport,Advanced,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,1.616,Electricity,93.81,Truck,580.1,Heavy Fuel Oil,2.113,2.819,0.029,4.474,0.532,0.452,18.861,73.04,33.74,Landfill,93.62
Manufacturing,Advanced,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,4.334,Coal,95.5,Rail,105.3,Diesel,4.776,2.714,3.361,1.061,0.14,0.079,8.735,22.13,8.16,Landfill,95.51
End-of-Life,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.8,Natural Gas,52.27,Rail,745.9,Diesel,3.057,0.89,3.167,3.405,0.237,0.32,7.974,60.25,12.68,Recycling,74.35
Transport,Advanced,2015-2019,South America,1 m2 Aluminium Panel,Aluminium Scrap,2.057,Coal,69.49,Ship,933.6,Electric,4.349,3.688,0.967,3.66,0.636,0.773,17.442,31.15,64.43,Reuse,27.51
Transport,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Aluminium Ore,2.058,Electricity,52.54,Ship,439.8,Heavy Fuel Oil,3.003,3.794,3.025,4.849,0.738,0.985,14.997,50.79,41.1,Recycling,73.57
Manufacturing,Advanced,2010-2014,South America,1 m2 Aluminium Panel,Copper Scrap,3.592,Natural Gas,67.21,Rail,724.6,Heavy Fuel Oil,4.361,1.139,2.824,3.017,0.293,0.988,15.818,32.13,35.84,Incineration,71.83
Manufacturing,Advanced,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,0.552,Natural Gas,46.94,Ship,349.7,Diesel,4.27,3.956,1.66,4.324,0.914,0.552,3.605,77.03,31.93,Incineration,52.73
Use,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Ore,0.705,Electricity,50.51,Truck,386.5,Heavy Fuel Oil,3.43,0.204,3.125,3.86,0.013,0.75,3.039,69.81,45.53,Landfill,55.2
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,2.018,Natural Gas,25.3,Rail,80.3,Diesel,4.323,3.052,4.914,4.252,0.87,0.598,2.078,91.34,11.79,Incineration,51.71
Manufacturing,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,4.356,Coal,47.77,Rail,174.0,Heavy Fuel Oil,1.866,4.942,4.999,3.554,0.888,0.044,5.881,36.9,1.2,Recycling,37.7
Transport,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Ore,0.919,Natural Gas,52.22,Rail,14.4,Heavy Fuel Oil,1.352,4.331,1.065,0.324,0.25,0.828,11.95,58.61,0.06,Recycling,47.22
End-of-Life,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,1.695,Electricity,34.28,Rail,602.7,Electric,4.372,0.908,3.841,0.245,0.327,0.219,18.354,17.8,57.86,Reuse,16.48
Use,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Copper Scrap,2.631,Coal,41.93,Rail,50.9,Electric,4.129,3.901,1.389,3.07,0.363,0.769,14.003,9.05,84.42,Recycling,17.94
Transport,Conventional,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.283,Electricity,73.64,Ship,191.4,Diesel,0.612,1.678,4.194,0.884,0.339,0.286,7.443,71.43,40.55,Recycling,75.96
Use,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Ore,3.382,Coal,36.75,Truck,437.9,Electric,3.518,2.674,4.342,4.666,0.718,0.989,12.132,3.98,50.49,Incineration,23.0
Transport,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Copper Scrap,2.002,Natural Gas,49.52,Rail,302.1,Electric,1.548,2.01,1.432,0.848,0.766,0.395,16.719,88.27,75.1,Recycling,39.67
Transport,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,3.746,Natural Gas,16.37,Rail,664.5,Electric,2.03,3.278,3.774,2.813,0.642,0.214,12.058,46.05,42.81,Reuse,41.03
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Copper Wire,Copper Ore,1.899,Electricity,31.23,Ship,702.7,Diesel,2.789,0.15,0.243,2.851,0.846,0.044,10.391,85.11,0.44,Reuse,27.58
Use,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,4.64,Electricity,9.07,Ship,610.9,Diesel,2.537,0.758,0.212,2.513,0.735,0.177,13.981,54.64,35.78,Recycling,66.44
End-of-Life,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,1.364,Natural Gas,46.24,Ship,553.8,Diesel,2.293,1.988,3.705,3.281,0.639,0.892,19.873,56.72,34.83,Reuse,77.89
Raw Material Extraction,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Aluminium Ore,1.139,Natural Gas,51.78,Truck,529.3,Diesel,4.917,4.955,3.996,2.365,0.547,0.32,16.682,74.65,77.14,Landfill,13.87
Use,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,2.294,Natural Gas,54.2,Ship,133.4,Heavy Fuel Oil,1.843,0.437,4.794,3.756,0.621,0.205,7.015,14.45,53.61,Reuse,82.05
Raw Material Extraction,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,0.586,Natural Gas,11.23,Ship,237.1,Heavy Fuel Oil,3.57,4.47,3.765,2.625,0.105,0.755,2.56,34.77,30.8,Recycling,35.92
Use,Conventional,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,1.983,Natural Gas,77.15,Truck,180.0,Heavy Fuel Oil,4.229,4.291,2.455,0.531,0.575,0.821,6.145,83.77,67.69,Reuse,98.72
Manufacturing,Conventional,2010-2014,Asia,1 kg Copper Wire,Copper Scrap,4.211,Coal,20.95,Truck,454.5,Diesel,0.518,0.348,3.53,4.565,0.974,0.27,4.435,56.02,20.09,Reuse,29.59
Transport,Conventional,2020-2025,Europe,1 kg Copper Wire,Copper Scrap,4.268,Coal,81.24,Ship,896.1,Diesel,2.411,2.82,3.853,1.196,0.823,0.018,16.054,77.59,30.18,Reuse,72.79
End-of-Life,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,1.463,Electricity,58.05,Truck,703.6,Electric,3.573,4.915,0.91,2.404,0.88,0.562,17.59,43.41,79.54,Recycling,87.0
Use,Advanced,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,4.309,Natural Gas,87.27,Truck,227.4,Electric,2.195,0.873,0.903,2.439,0.96,0.592,17.15,93.72,8.66,Landfill,16.21
Manufacturing,Conventional,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,1.809,Coal,62.06,Rail,71.1,Electric,3.933,0.319,0.792,1.909,0.558,0.882,19.293,88.46,10.7,Incineration,63.12
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,2.488,Coal,13.45,Ship,559.6,Diesel,1.783,1.729,0.472,4.894,0.726,0.28,18.391,94.81,81.04,Landfill,65.93
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,2.194,Natural Gas,44.0,Truck,460.5,Heavy Fuel Oil,4.744,3.801,1.46,3.123,0.594,0.812,2.359,70.13,33.12,Incineration,12.96
Use,Emerging,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Scrap,3.793,Coal,33.83,Truck,732.8,Electric,0.812,4.93,4.017,1.446,0.741,0.136,13.242,5.96,33.34,Recycling,97.85
Manufacturing,Emerging,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,1.044,Natural Gas,60.14,Rail,79.9,Heavy Fuel Oil,3.347,1.393,1.55,1.689,0.205,0.942,18.164,87.0,10.64,Recycling,23.34
Transport,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,3.255,Natural Gas,97.07,Ship,608.8,Electric,1.636,4.087,0.677,4.409,0.975,0.968,3.38,54.96,58.49,Landfill,19.49
Manufacturing,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,2.96,Natural Gas,65.01,Rail,335.7,Heavy Fuel Oil,1.578,0.301,4.784,4.018,0.759,0.022,12.674,18.06,66.17,Incineration,62.12
