Process Stage,Technology,Time Period,Location,Functional Unit,Raw Material Type,Raw Material Quantity (kg or unit),Energy Input Type,Energy Input Quantity (MJ),Transport Mode,Transport Distance (km),Fuel Type,Emissions to Air CO2 (kg),Emissions to Air SOx (kg),Emissions to Air NOx (kg),Emissions to Air Particulate Matter (kg),Emissions to Water BOD (kg),Emissions to Water Heavy Metals (kg),Greenhouse Gas Emissions (kg CO2-eq),Recycled Content (%),Reuse Potential (%),End-of-Life Treatment,Recovery Rate (%)
Raw Material Extraction,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Copper Scrap,2.595,Natural Gas,93.21,Ship,169.3,Diesel,2.049,0.102,0.061,0.041,0.026,0.013,2.254,91.6,40.83,Recycling,63.68
End-of-Life,Conventional,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,4.422,Natural Gas,3.45,Truck,131.7,Electric,0.039,0.002,0.001,0.001,0.044,0.022,0.042,64.65,11.97,Recycling,35.91
Transport,Emerging,2020-2025,Europe,1 m2 Aluminium Panel,Copper Scrap,3.151,Coal,57.1,Ship,529.2,Heavy Fuel Oil,0.483,0.024,0.014,0.01,0.032,0.016,0.532,86.0,17.55,Recycling,55.8
Use,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,2.776,Coal,34.77,Truck,881.6,Electric,0.306,0.015,0.009,0.006,0.028,0.014,0.336,21.66,32.6,Recycling,30.18
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Scrap,3.247,Electricity,46.11,Rail,904.3,Diesel,1.041,0.052,0.031,0.021,0.032,0.016,1.146,93.17,34.97,Recycling,60.35
Manufacturing,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,3.602,Coal,83.12,Rail,94.4,Heavy Fuel Oil,0.73,0.037,0.022,0.015,0.036,0.018,0.803,77.9,66.09,Recycling,67.92
Transport,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.5,Coal,32.49,Truck,148.3,Diesel,0.609,0.03,0.018,0.012,0.035,0.018,0.67,25.27,70.82,Landfill,39.13
Raw Material Extraction,Advanced,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,1.61,Natural Gas,84.28,Truck,151.8,Electric,0.709,0.035,0.021,0.014,0.016,0.008,0.78,17.91,77.2,Landfill,49.22
Manufacturing,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.059,Coal,46.4,Truck,14.8,Diesel,1.087,0.054,0.033,0.022,0.041,0.02,1.195,66.54,50.92,Recycling,58.43
Use,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Copper Scrap,1.757,Natural Gas,23.26,Truck,824.5,Heavy Fuel Oil,0.218,0.011,0.007,0.004,0.018,0.009,0.24,78.19,36.72,Recycling,58.29
Manufacturing,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.622,Electricity,81.93,Truck,839.5,Diesel,1.474,0.074,0.044,0.029,0.046,0.023,1.622,70.66,39.45,Recycling,58.56
Raw Material Extraction,Conventional,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,2.791,Electricity,6.27,Ship,971.9,Electric,0.057,0.003,0.002,0.001,0.028,0.014,0.063,22.32,39.79,Landfill,20.0
Manufacturing,Conventional,2010-2014,Europe,1 kg Aluminium Sheet,Copper Ore,2.474,Coal,47.9,Ship,619.9,Diesel,0.91,0.045,0.027,0.018,0.025,0.012,1.001,18.15,46.23,Landfill,31.98
Raw Material Extraction,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Scrap,0.773,Electricity,96.14,Truck,696.1,Heavy Fuel Oil,1.06,0.053,0.032,0.021,0.008,0.004,1.166,77.97,58.21,Recycling,49.88
Use,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,1.924,Natural Gas,66.15,Truck,325.0,Heavy Fuel Oil,0.652,0.033,0.02,0.013,0.019,0.01,0.717,18.3,23.48,Reuse,21.86
Manufacturing,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.847,Natural Gas,90.61,Truck,642.8,Electric,1.061,0.053,0.032,0.021,0.018,0.009,1.167,100.0,79.75,Recycling,83.73
End-of-Life,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Copper Ore,3.277,Coal,43.11,Rail,120.8,Heavy Fuel Oil,0.414,0.021,0.012,0.008,0.033,0.016,0.456,83.0,44.34,Recycling,68.03
Manufacturing,Conventional,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Ore,2.236,Natural Gas,61.69,Rail,774.6,Diesel,1.233,0.062,0.037,0.025,0.022,0.011,1.356,20.07,43.45,Reuse,28.12
Manufacturing,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Scrap,3.616,Natural Gas,4.87,Truck,579.3,Heavy Fuel Oil,0.055,0.003,0.002,0.001,0.036,0.018,0.061,83.3,54.35,Recycling,68.27
Manufacturing,Conventional,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Scrap,1.196,Electricity,75.34,Truck,241.4,Diesel,1.615,0.081,0.048,0.032,0.012,0.006,1.776,67.27,47.82,Recycling,59.62
Manufacturing,Conventional,2010-2014,South America,1 kg Copper Wire,Copper Ore,4.482,Electricity,21.93,Rail,259.9,Diesel,0.486,0.024,0.015,0.01,0.045,0.022,0.534,22.23,34.69,Incineration,25.1
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,3.546,Natural Gas,81.54,Rail,283.8,Electric,0.818,0.041,0.025,0.016,0.035,0.018,0.899,16.63,68.55,Reuse,33.1
Use,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,0.58,Electricity,23.27,Ship,394.9,Diesel,0.51,0.025,0.015,0.01,0.006,0.003,0.561,22.87,66.02,Incineration,36.23
Use,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.387,Coal,32.25,Ship,481.7,Electric,0.317,0.016,0.01,0.006,0.034,0.017,0.349,20.75,78.55,Recycling,42.57
Raw Material Extraction,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Copper Scrap,0.759,Electricity,6.94,Rail,559.2,Heavy Fuel Oil,0.065,0.003,0.002,0.001,0.008,0.004,0.071,77.11,31.51,Recycling,50.52
Use,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Scrap,2.251,Natural Gas,55.99,Rail,975.3,Diesel,1.17,0.058,0.035,0.023,0.023,0.011,1.287,84.42,67.3,Recycling,68.54
Raw Material Extraction,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,3.214,Electricity,52.59,Rail,521.3,Heavy Fuel Oil,0.525,0.026,0.016,0.011,0.032,0.016,0.578,15.04,66.23,Incineration,28.38
Transport,Emerging,2010-2014,North America,1 kg Copper Wire,Aluminium Scrap,0.78,Coal,85.83,Truck,23.0,Diesel,1.743,0.087,0.052,0.035,0.008,0.004,1.918,75.11,4.32,Recycling,46.41
Raw Material Extraction,Emerging,2020-2025,Europe,1 kg Aluminium Sheet,Copper Ore,2.461,Electricity,91.34,Truck,543.3,Diesel,2.037,0.102,0.061,0.041,0.025,0.012,2.241,24.19,32.66,Reuse,34.45
Transport,Conventional,2010-2014,Europe,1 kg Copper Wire,Aluminium Ore,1.735,Coal,29.22,Truck,733.9,Heavy Fuel Oil,0.328,0.016,0.01,0.007,0.017,0.009,0.361,29.05,63.83,Incineration,43.36
Raw Material Extraction,Advanced,2015-2019,Europe,1 m2 Aluminium Panel,Copper Ore,3.868,Natural Gas,11.43,Ship,369.4,Heavy Fuel Oil,0.117,0.006,0.004,0.002,0.039,0.019,0.129,11.52,65.37,Incineration,29.26
Raw Material Extraction,Advanced,2015-2019,Europe,1 kg Copper Wire,Copper Ore,4.022,Coal,6.1,Truck,663.6,Electric,0.062,0.003,0.002,0.001,0.04,0.02,0.068,23.43,83.82,Incineration,48.59
Manufacturing,Emerging,2010-2014,South America,1 kg Copper Wire,Copper Scrap,1.5,Coal,58.52,Rail,316.0,Electric,0.542,0.027,0.016,0.011,0.015,0.007,0.596,73.92,66.86,Recycling,65.65
End-of-Life,Emerging,2015-2019,Asia,1 kg Aluminium Sheet,Copper Ore,4.442,Electricity,43.43,Ship,379.2,Electric,0.48,0.024,0.014,0.01,0.044,0.022,0.528,86.97,22.99,Recycling,47.51
Use,Conventional,2020-2025,Asia,1 kg Copper Wire,Aluminium Scrap,2.9,Electricity,44.99,Ship,708.7,Heavy Fuel Oil,0.405,0.02,0.012,0.008,0.029,0.014,0.445,80.12,58.04,Recycling,68.95
Use,Advanced,2020-2025,North America,1 kg Copper Wire,Copper Ore,3.2,Coal,50.72,Rail,969.9,Electric,0.509,0.025,0.015,0.01,0.032,0.016,0.559,14.77,64.27,Reuse,33.35
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Scrap,2.354,Electricity,78.5,Truck,476.4,Heavy Fuel Oil,0.811,0.041,0.024,0.016,0.024,0.012,0.892,88.7,53.88,Recycling,68.93
Transport,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,3.603,Electricity,75.19,Truck,698.4,Electric,0.912,0.046,0.027,0.018,0.036,0.018,1.003,28.08,49.33,Recycling,31.56
Use,Emerging,2010-2014,North America,1 kg Copper Wire,Copper Scrap,1.905,Electricity,54.04,Ship,257.1,Heavy Fuel Oil,0.566,0.028,0.017,0.011,0.019,0.01,0.623,92.23,31.54,Recycling,72.68
Transport,Conventional,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Scrap,1.422,Electricity,35.45,Ship,412.3,Electric,0.351,0.018,0.011,0.007,0.014,0.007,0.386,86.35,55.09,Recycling,65.98
Raw Material Extraction,Conventional,2010-2014,Europe,1 m2 Aluminium Panel,Copper Ore,2.833,Natural Gas,25.89,Ship,387.2,Diesel,0.593,0.03,0.018,0.012,0.028,0.014,0.652,15.8,60.88,Recycling,27.63
Transport,Emerging,2015-2019,North America,1 kg Copper Wire,Aluminium Ore,4.502,Electricity,34.27,Truck,144.0,Heavy Fuel Oil,0.296,0.015,0.009,0.006,0.045,0.023,0.325,26.82,70.0,Recycling,44.19
Use,Advanced,2020-2025,South America,1 kg Aluminium Sheet,Copper Scrap,2.335,Electricity,92.54,Truck,405.6,Diesel,1.978,0.099,0.059,0.04,0.023,0.012,2.176,76.56,71.76,Recycling,61.12
Transport,Conventional,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Ore,0.711,Electricity,62.38,Ship,458.4,Electric,0.539,0.027,0.016,0.011,0.007,0.004,0.592,24.44,34.76,Recycling,28.44
Use,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.369,Coal,94.56,Ship,406.8,Heavy Fuel Oil,0.968,0.048,0.029,0.019,0.034,0.017,1.065,22.48,57.56,Recycling,32.53
Use,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Scrap,4.682,Electricity,49.47,Ship,402.5,Electric,0.449,0.022,0.013,0.009,0.047,0.023,0.494,81.82,85.25,Recycling,67.98
Raw Material Extraction,Advanced,2010-2014,North America,1 m2 Aluminium Panel,Copper Ore,0.951,Coal,14.39,Truck,515.5,Heavy Fuel Oil,0.127,0.006,0.004,0.003,0.01,0.005,0.14,22.31,53.63,Landfill,29.13
End-of-Life,Conventional,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,3.081,Electricity,89.53,Rail,486.3,Diesel,1.828,0.091,0.055,0.037,0.031,0.015,2.011,81.4,38.96,Recycling,49.4
End-of-Life,Advanced,2010-2014,North America,1 kg Copper Wire,Aluminium Ore,3.389,Electricity,33.86,Truck,742.4,Heavy Fuel Oil,0.317,0.016,0.009,0.006,0.034,0.017,0.348,96.92,59.57,Recycling,71.2
Transport,Advanced,2015-2019,South America,1 kg Copper Wire,Copper Scrap,4.017,Natural Gas,34.1,Ship,669.4,Electric,0.38,0.019,0.011,0.008,0.04,0.02,0.417,74.13,57.17,Recycling,59.78
Transport,Advanced,2020-2025,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.173,Natural Gas,43.02,Truck,960.7,Electric,0.515,0.026,0.015,0.01,0.022,0.011,0.566,89.12,75.2,Recycling,81.81
Raw Material Extraction,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,3.193,Natural Gas,25.29,Ship,68.3,Diesel,0.543,0.027,0.016,0.011,0.032,0.016,0.597,22.34,64.6,Landfill,25.95
End-of-Life,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Aluminium Scrap,1.883,Coal,45.57,Ship,216.8,Diesel,0.907,0.045,0.027,0.018,0.019,0.009,0.997,96.16,62.0,Recycling,73.15
Transport,Conventional,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,3.301,Electricity,21.06,Truck,389.6,Diesel,0.367,0.018,0.011,0.007,0.033,0.017,0.404,58.21,50.91,Recycling,47.34
Manufacturing,Emerging,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,2.425,Coal,61.6,Truck,617.8,Electric,0.687,0.034,0.021,0.014,0.024,0.012,0.756,30.38,49.11,Recycling,37.18
Transport,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,2.377,Natural Gas,63.95,Truck,111.8,Diesel,1.273,0.064,0.038,0.025,0.024,0.012,1.401,15.54,45.56,Reuse,29.71
Use,Conventional,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.511,Coal,16.61,Rail,458.8,Heavy Fuel Oil,0.189,0.009,0.006,0.004,0.035,0.018,0.207,17.63,42.42,Recycling,20.19
Raw Material Extraction,Emerging,2015-2019,South America,1 kg Copper Wire,Copper Scrap,4.601,Coal,89.35,Truck,853.8,Electric,0.944,0.047,0.028,0.019,0.046,0.023,1.039,78.39,48.09,Recycling,60.19
Raw Material Extraction,Emerging,2010-2014,Europe,1 m2 Aluminium Panel,Aluminium Ore,4.696,Natural Gas,93.76,Truck,247.7,Heavy Fuel Oil,0.974,0.049,0.029,0.019,0.047,0.023,1.071,16.24,2.42,Recycling,20.0
End-of-Life,Advanced,2020-2025,North America,1 kg Copper Wire,Aluminium Scrap,3.58,Natural Gas,7.14,Ship,56.7,Electric,0.063,0.003,0.002,0.001,0.036,0.018,0.07,74.64,71.48,Recycling,66.16
Transport,Conventional,2015-2019,Europe,1 kg Copper Wire,Copper Ore,3.477,Coal,65.82,Ship,16.5,Heavy Fuel Oil,0.747,0.037,0.022,0.015,0.035,0.017,0.822,20.26,16.16,Reuse,20.0
Manufacturing,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,4.318,Coal,96.47,Rail,286.2,Heavy Fuel Oil,0.906,0.045,0.027,0.018,0.043,0.022,0.996,14.45,43.87,Incineration,27.89
Use,Advanced,2015-2019,North America,1 m2 Aluminium Panel,Copper Scrap,3.94,Coal,67.2,Truck,383.6,Electric,0.743,0.037,0.022,0.015,0.039,0.02,0.818,84.17,35.24,Recycling,51.96
Use,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Copper Ore,3.884,Coal,50.64,Ship,356.2,Diesel,0.989,0.049,0.03,0.02,0.039,0.019,1.088,29.29,49.79,Landfill,33.04
Transport,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,1.009,Coal,2.79,Rail,152.5,Diesel,0.057,0.003,0.002,0.001,0.01,0.005,0.062,13.79,22.58,Incineration,26.51
Use,Advanced,2015-2019,Europe,1 kg Copper Wire,Aluminium Ore,1.419,Coal,14.09,Truck,497.2,Heavy Fuel Oil,0.116,0.006,0.003,0.002,0.014,0.007,0.127,22.98,57.93,Landfill,40.9
Raw Material Extraction,Advanced,2015-2019,Asia,1 kg Aluminium Sheet,Copper Scrap,0.623,Natural Gas,51.31,Rail,540.7,Electric,0.464,0.023,0.014,0.009,0.006,0.003,0.511,78.26,82.05,Recycling,77.36
Raw Material Extraction,Emerging,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,2.276,Coal,38.7,Rail,164.4,Diesel,0.818,0.041,0.025,0.016,0.023,0.011,0.9,94.51,35.67,Recycling,57.85
End-of-Life,Conventional,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Scrap,4.566,Electricity,45.79,Truck,331.7,Heavy Fuel Oil,0.405,0.02,0.012,0.008,0.046,0.023,0.445,85.62,70.0,Recycling,72.25
Manufacturing,Advanced,2015-2019,Asia,1 kg Copper Wire,Copper Ore,4.347,Coal,69.56,Truck,390.6,Diesel,1.438,0.072,0.043,0.029,0.043,0.022,1.582,21.13,67.31,Landfill,37.45
Raw Material Extraction,Emerging,2015-2019,Asia,1 kg Copper Wire,Aluminium Ore,4.464,Electricity,17.38,Ship,135.1,Electric,0.157,0.008,0.005,0.003,0.045,0.022,0.173,12.45,30.7,Reuse,24.79
Raw Material Extraction,Advanced,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,0.72,Electricity,63.96,Truck,674.5,Electric,0.614,0.031,0.018,0.012,0.007,0.004,0.676,26.13,71.62,Incineration,37.5
Use,Advanced,2020-2025,Europe,1 kg Copper Wire,Copper Ore,1.044,Natural Gas,2.69,Ship,780.8,Electric,0.029,0.001,0.001,0.001,0.01,0.005,0.031,7.71,54.7,Reuse,34.13
Manufacturing,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,0.73,Natural Gas,26.02,Ship,202.4,Heavy Fuel Oil,0.242,0.012,0.007,0.005,0.007,0.004,0.266,79.21,42.41,Recycling,55.83
Transport,Advanced,2020-2025,Europe,1 m2 Aluminium Panel,Aluminium Ore,4.755,Natural Gas,4.1,Rail,911.3,Electric,0.036,0.002,0.001,0.001,0.048,0.024,0.039,17.34,73.26,Incineration,36.38
End-of-Life,Conventional,2015-2019,South America,1 kg Aluminium Sheet,Copper Scrap,2.61,Coal,83.41,Rail,233.9,Diesel,1.543,0.077,0.046,0.031,0.026,0.013,1.698,83.5,50.92,Recycling,67.54
Raw Material Extraction,Emerging,2010-2014,North America,1 kg Aluminium Sheet,Copper Ore,1.247,Electricity,39.09,Truck,766.0,Heavy Fuel Oil,0.407,0.02,0.012,0.008,0.012,0.006,0.448,18.92,42.14,Incineration,30.52
Use,Emerging,2010-2014,Europe,1 kg Copper Wire,Aluminium Scrap,3.344,Natural Gas,65.67,Truck,265.9,Electric,0.595,0.03,0.018,0.012,0.033,0.017,0.654,76.51,43.74,Recycling,57.53
End-of-Life,Conventional,2010-2014,North America,1 kg Aluminium Sheet,Aluminium Ore,0.709,Coal,55.39,Truck,349.6,Heavy Fuel Oil,0.525,0.026,0.016,0.01,0.007,0.004,0.577,90.62,19.31,Recycling,55.27
Transport,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Copper Ore,3.014,Natural Gas,30.09,Truck,173.2,Heavy Fuel Oil,0.347,0.017,0.01,0.007,0.03,0.015,0.381,26.54,83.11,Landfill,46.68
Transport,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Copper Scrap,4.227,Electricity,55.33,Ship,516.2,Diesel,1.124,0.056,0.034,0.022,0.042,0.021,1.236,85.78,30.48,Recycling,56.31
Raw Material Extraction,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,3.732,Coal,27.2,Truck,124.4,Diesel,0.569,0.028,0.017,0.011,0.037,0.019,0.626,24.18,48.34,Reuse,21.69
Manufacturing,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.387,Natural Gas,1.95,Ship,355.9,Diesel,0.038,0.002,0.001,0.001,0.014,0.007,0.042,14.41,44.69,Landfill,22.41
Raw Material Extraction,Emerging,2010-2014,Asia,1 kg Copper Wire,Aluminium Ore,2.167,Coal,72.69,Truck,410.4,Heavy Fuel Oil,0.718,0.036,0.022,0.014,0.022,0.011,0.79,18.31,17.78,Incineration,20.0
Use,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Scrap,0.511,Electricity,8.85,Rail,529.0,Electric,0.082,0.004,0.002,0.002,0.005,0.003,0.09,82.44,86.5,Recycling,83.57
Use,Emerging,2020-2025,Asia,1 kg Aluminium Sheet,Copper Scrap,4.73,Coal,84.23,Truck,943.8,Electric,0.837,0.042,0.025,0.017,0.047,0.024,0.921,84.95,3.68,Recycling,43.44
Manufacturing,Emerging,2015-2019,Europe,1 m2 Aluminium Panel,Aluminium Ore,2.788,Natural Gas,15.92,Ship,674.7,Diesel,0.329,0.016,0.01,0.007,0.028,0.014,0.362,15.73,16.71,Landfill,20.0
Transport,Emerging,2010-2014,Asia,1 kg Aluminium Sheet,Copper Ore,4.992,Electricity,23.38,Truck,210.5,Heavy Fuel Oil,0.27,0.013,0.008,0.005,0.05,0.025,0.297,22.84,0.0,Reuse,20.0
Raw Material Extraction,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Aluminium Scrap,3.178,Electricity,60.48,Rail,225.5,Heavy Fuel Oil,0.54,0.027,0.016,0.011,0.032,0.016,0.594,86.19,44.35,Recycling,60.47
End-of-Life,Advanced,2015-2019,Europe,1 kg Aluminium Sheet,Copper Scrap,1.908,Natural Gas,61.77,Rail,73.8,Diesel,1.18,0.059,0.035,0.024,0.019,0.01,1.298,75.12,65.64,Recycling,71.31
Use,Conventional,2015-2019,North America,1 m2 Aluminium Panel,Aluminium Ore,2.615,Electricity,64.79,Ship,731.8,Electric,0.646,0.032,0.019,0.013,0.026,0.013,0.711,19.74,48.5,Recycling,34.1
Manufacturing,Emerging,2020-2025,South America,1 kg Copper Wire,Aluminium Ore,2.506,Electricity,44.42,Rail,471.4,Electric,0.477,0.024,0.014,0.01,0.025,0.013,0.525,18.16,27.08,Landfill,33.57
Use,Emerging,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,2.593,Coal,93.65,Rail,726.4,Diesel,1.836,0.092,0.055,0.037,0.026,0.013,2.019,68.75,26.01,Recycling,44.09
Raw Material Extraction,Emerging,2020-2025,Asia,1 kg Copper Wire,Aluminium Ore,2.35,Natural Gas,32.81,Ship,603.6,Electric,0.319,0.016,0.01,0.006,0.024,0.012,0.351,17.41,60.24,Incineration,30.51
Manufacturing,Emerging,2015-2019,Asia,1 kg Copper Wire,Copper Ore,1.715,Electricity,4.12,Truck,782.9,Diesel,0.082,0.004,0.002,0.002,0.017,0.009,0.09,25.51,58.98,Reuse,32.6
Manufacturing,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Aluminium Ore,0.54,Natural Gas,92.48,Ship,866.9,Electric,0.764,0.038,0.023,0.015,0.005,0.003,0.84,21.76,25.39,Landfill,26.97
Manufacturing,Conventional,2010-2014,South America,1 kg Copper Wire,Aluminium Ore,0.587,Electricity,64.29,Rail,987.0,Electric,0.612,0.031,0.018,0.012,0.006,0.003,0.673,21.2,21.96,Incineration,20.0
Use,Advanced,2020-2025,Europe,1 kg Copper Wire,Aluminium Ore,4.605,Electricity,33.71,Rail,736.0,Diesel,0.735,0.037,0.022,0.015,0.046,0.023,0.808,22.34,64.52,Incineration,30.3
Transport,Advanced,2020-2025,Asia,1 kg Aluminium Sheet,Copper Ore,3.287,Natural Gas,79.83,Truck,631.9,Heavy Fuel Oil,0.806,0.04,0.024,0.016,0.033,0.016,0.887,15.48,69.21,Reuse,30.59
Transport,Emerging,2015-2019,South America,1 kg Aluminium Sheet,Copper Ore,3.988,Natural Gas,14.96,Rail,973.0,Electric,0.13,0.006,0.004,0.003,0.04,0.02,0.143,13.49,26.18,Reuse,20.0
Raw Material Extraction,Advanced,2020-2025,Asia,1 kg Copper Wire,Copper Scrap,3.099,Natural Gas,43.51,Truck,201.4,Electric,0.413,0.021,0.012,0.008,0.031,0.015,0.454,87.69,34.08,Recycling,57.07
Use,Conventional,2010-2014,North America,1 m2 Aluminium Panel,Aluminium Ore,3.068,Coal,79.8,Truck,989.4,Heavy Fuel Oil,0.839,0.042,0.025,0.017,0.031,0.015,0.923,10.81,31.72,Recycling,24.31
Use,Advanced,2015-2019,North America,1 kg Aluminium Sheet,Copper Scrap,2.646,Coal,25.35,Rail,757.7,Heavy Fuel Oil,0.301,0.015,0.009,0.006,0.026,0.013,0.331,87.22,100.0,Recycling,78.34
Manufacturing,Advanced,2015-2019,Asia,1 m2 Aluminium Panel,Copper Ore,2.069,Natural Gas,74.03,Rail,32.5,Heavy Fuel Oil,0.754,0.038,0.023,0.015,0.021,0.01,0.83,23.09,81.92,Reuse,47.09
Raw Material Extraction,Emerging,2015-2019,North America,1 kg Aluminium Sheet,Aluminium Scrap,2.128,Natural Gas,11.7,Ship,933.8,Heavy Fuel Oil,0.116,0.006,0.003,0.002,0.021,0.011,0.128,86.94,45.91,Recycling,60.77
Use,Emerging,2015-2019,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.688,Natural Gas,1.81,Rail,116.6,Diesel,0.038,0.002,0.001,0.001,0.037,0.018,0.041,62.45,28.76,Recycling,39.42
Use,Conventional,2010-2014,Asia,1 kg Copper Wire,Aluminium Scrap,2.088,Natural Gas,27.69,Rail,805.3,Electric,0.227,0.011,0.007,0.005,0.021,0.01,0.25,80.02,36.96,Recycling,54.49
Manufacturing,Conventional,2010-2014,South America,1 kg Aluminium Sheet,Aluminium Scrap,0.722,Electricity,72.07,Ship,121.8,Heavy Fuel Oil,0.809,0.04,0.024,0.016,0.007,0.004,0.89,79.13,11.08,Recycling,37.84
Transport,Conventional,2020-2025,North America,1 kg Copper Wire,Copper Scrap,4.429,Coal,86.62,Truck,881.3,Diesel,1.834,0.092,0.055,0.037,0.044,0.022,2.017,80.93,33.41,Recycling,60.06
Raw Material Extraction,Advanced,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Scrap,3.333,Coal,13.06,Rail,555.8,Electric,0.119,0.006,0.004,0.002,0.033,0.017,0.131,70.17,64.99,Recycling,56.67
Raw Material Extraction,Advanced,2020-2025,Europe,1 kg Aluminium Sheet,Copper Scrap,2.666,Coal,60.44,Ship,311.8,Diesel,1.221,0.061,0.037,0.024,0.027,0.013,1.344,94.58,49.48,Recycling,71.34
Manufacturing,Emerging,2015-2019,Europe,1 kg Aluminium Sheet,Aluminium Ore,4.164,Natural Gas,62.8,Truck,863.7,Heavy Fuel Oil,0.604,0.03,0.018,0.012,0.042,0.021,0.665,14.6,35.25,Incineration,20.0
Raw Material Extraction,Emerging,2020-2025,South America,1 m2 Aluminium Panel,Aluminium Ore,2.275,Coal,89.56,Rail,561.5,Heavy Fuel Oil,1.001,0.05,0.03,0.02,0.023,0.011,1.101,15.95,39.27,Incineration,23.01
Transport,Conventional,2020-2025,South America,1 kg Aluminium Sheet,Copper Scrap,3.204,Electricity,58.74,Ship,611.5,Electric,0.55,0.028,0.017,0.011,0.032,0.016,0.605,68.83,61.06,Recycling,51.99
End-of-Life,Conventional,2010-2014,Asia,1 m2 Aluminium Panel,Aluminium Ore,1.586,Electricity,37.48,Truck,794.4,Electric,0.42,0.021,0.013,0.008,0.016,0.008,0.462,80.04,68.44,Recycling,74.5
Transport,Conventional,2020-2025,South America,1 kg Copper Wire,Aluminium Scrap,0.652,Electricity,75.22,Ship,978.1,Diesel,1.32,0.066,0.04,0.026,0.007,0.003,1.452,79.03,25.08,Recycling,48.75
Raw Material Extraction,Advanced,2015-2019,South America,1 kg Copper Wire,Aluminium Scrap,0.999,Natural Gas,22.44,Ship,553.0,Heavy Fuel Oil,0.271,0.014,0.008,0.005,0.01,0.005,0.299,91.38,67.73,Recycling,86.12
End-of-Life,Advanced,2020-2025,Asia,1 m2 Aluminium Panel,Aluminium Ore,4.109,Electricity,93.46,Rail,277.1,Electric,0.915,0.046,0.027,0.018,0.041,0.021,1.006,69.6,74.45,Recycling,56.75
